customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
501,0,0,1,1,52,1,0,2,1,1,1,1,1,1,1,1,2,20.4,1090.65,0
1272,1,1,1,1,64,1,2,1,2,0,2,2,2,2,2,1,0,111.6,7099,0
5697,1,0,1,1,62,1,2,2,1,1,1,1,1,1,2,1,0,24.25,1424.6,0
3994,0,0,0,1,3,1,0,0,2,0,0,2,0,2,0,1,0,64.5,177.4,0
1836,0,1,0,0,56,1,2,1,2,2,2,0,2,2,1,0,2,110.5,6139.5,0
4550,0,0,0,0,46,1,0,0,0,0,0,0,0,2,1,0,1,55.65,2688.85,0
3970,0,0,1,1,8,1,0,0,2,2,0,0,0,0,0,0,3,54.65,482.25,0
108,1,1,0,0,30,1,0,0,2,2,0,0,2,2,0,1,2,74.75,2111.3,0
2731,0,0,1,1,45,1,2,2,1,1,1,1,1,1,1,1,1,25.9,1216.6,0
4191,0,0,0,1,1,1,0,1,0,0,0,0,2,0,0,1,2,79.35,79.35,1
5766,0,0,1,1,11,0,1,0,2,0,0,0,2,2,0,0,2,50.55,565.35,0
6488,0,0,1,0,7,1,0,1,0,0,2,0,0,0,0,1,0,75.15,496.9,1
6989,0,0,0,0,42,1,0,1,0,2,2,2,2,2,0,1,0,103.8,4327.5,0
202,0,0,1,0,49,1,0,2,1,1,1,1,1,1,2,1,0,20.15,973.35,0
3100,1,0,0,0,9,1,2,1,0,2,0,0,2,2,0,1,1,99.3,918.75,0
3376,0,0,1,0,35,1,0,0,2,0,0,0,2,0,1,1,0,62.15,2215.45,0
1258,0,0,1,1,48,1,0,2,1,1,1,1,1,1,2,0,0,20.65,1057,0
1920,0,0,1,1,46,1,0,2,1,1,1,1,1,1,2,1,3,19.95,927.1,0
2103,1,0,1,0,29,0,1,0,0,0,0,0,2,0,0,0,3,33.75,1009.25,0
3345,1,0,1,1,30,1,0,1,0,2,2,0,0,0,0,0,0,82.05,2570.2,0
1663,1,1,0,0,1,1,0,1,0,0,0,2,0,0,0,0,2,74.7,74.7,0
5137,1,0,1,1,66,1,2,0,2,0,2,2,2,2,2,1,3,84.0,5714.25,0
4305,0,0,0,0,65,1,2,1,2,2,2,0,2,2,0,1,1,111.05,7107,0
6945,1,0,0,0,72,1,2,1,0,2,2,0,2,2,2,1,0,100.9,7459.05,0
6099,0,0,0,0,12,1,2,1,2,0,0,0,0,0,0,1,2,78.95,927.35,1
6908,1,0,1,1,71,1,2,0,2,2,0,2,0,0,1,1,1,66.85,4748.7,0
173,1,0,0,0,5,1,0,2,1,1,1,1,1,1,0,0,3,21.05,113.85,1
2249,1,0,0,0,52,1,0,2,1,1,1,1,1,1,2,0,0,21.0,1107.2,0
3208,0,1,1,0,25,1,0,1,0,2,2,0,2,2,0,1,2,98.5,2514.5,1
4530,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.2,20.2,0
2575,0,0,1,1,1,1,0,2,1,1,1,1,1,1,0,0,2,19.45,19.45,0
5064,1,0,0,0,38,1,2,1,0,0,2,2,2,0,1,0,0,95.0,3605.6,0
3835,0,1,1,0,66,0,1,0,0,2,2,0,2,0,1,0,0,45.55,3027.25,0
2233,1,0,1,0,68,1,2,1,0,2,2,2,2,2,2,1,0,110.0,7611.85,1
4386,1,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,3,24.3,100.2,0
4782,0,0,1,1,72,1,2,1,2,2,0,0,2,2,1,1,2,104.15,7303.05,0
6863,0,0,0,0,32,0,1,0,2,0,0,0,0,0,1,0,3,30.15,927.65,0
6067,1,0,0,0,43,1,2,1,0,0,0,0,2,2,1,0,3,94.35,3921.3,0
1968,1,0,1,1,72,1,0,2,1,1,1,1,1,1,2,0,1,19.4,1363.25,0
327,1,0,1,0,55,1,2,1,2,2,0,0,2,0,0,1,2,96.75,5238.9,1
3173,0,0,0,0,52,1,0,0,2,0,2,2,0,0,1,0,1,57.95,3042.25,0
4055,0,0,0,0,43,1,0,1,0,2,2,0,2,0,0,1,2,91.65,3954.1,0
3419,0,1,1,0,37,1,2,1,0,0,0,0,0,0,0,1,2,76.5,2868.15,1
3735,0,0,1,1,64,0,1,0,0,2,0,2,2,2,2,1,2,54.6,3423.5,0
2142,1,0,1,1,3,1,0,1,2,2,0,0,2,0,0,0,2,89.85,248.4,0
6732,0,0,0,0,36,0,1,0,2,0,0,0,0,0,2,0,0,31.05,1126.35,0
3763,0,0,1,1,10,1,2,1,2,0,0,0,2,2,0,1,2,100.25,1064.65,1
5961,0,0,0,0,41,1,0,2,1,1,1,1,1,1,2,0,3,20.65,835.15,0
6644,1,0,1,1,27,1,2,1,0,2,0,2,0,0,0,1,1,85.2,2151.6,0
745,0,0,1,1,56,1,2,1,0,0,2,0,2,2,1,1,1,99.8,5515.45,0
2032,0,0,0,0,6,1,0,2,1,1,1,1,1,1,0,0,3,20.7,112.75,0
274,1,0,0,0,3,1,2,1,0,0,0,0,0,0,0,1,2,74.4,229.55,1
4607,0,0,1,1,7,1,0,0,2,0,0,0,0,0,0,0,3,50.7,350.35,0
5130,0,0,1,1,4,1,0,2,1,1,1,1,1,1,0,0,3,20.85,62.9,0
3222,1,0,0,0,33,1,0,1,2,0,0,2,2,0,2,1,2,88.95,3027.65,0
3079,0,1,0,0,27,1,2,1,0,0,2,0,0,0,0,1,2,78.05,2135.5,1
4794,1,0,1,0,72,1,2,2,1,1,1,1,1,1,2,1,0,23.55,1723.95,0
2760,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.75,19.75,0
1808,1,1,0,0,71,0,1,0,2,2,0,0,2,2,1,1,2,56.45,3985.35,0
1989,0,0,0,0,13,1,2,1,0,0,0,0,0,2,0,1,2,85.95,1215.65,0
4403,0,0,1,1,25,0,1,0,2,2,2,0,2,2,0,1,1,58.6,1502.65,1
6058,1,0,0,0,67,1,0,0,0,0,0,2,0,0,2,0,0,50.55,3260.1,0
2158,1,0,0,0,1,0,1,0,0,0,0,0,0,2,0,1,2,35.45,35.45,1
1632,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,44.35,81.25,1
5539,0,0,0,0,43,1,2,2,1,1,1,1,1,1,2,1,1,25.7,1188.2,0
5570,0,0,0,0,23,1,0,1,2,0,0,0,0,0,0,1,0,75.0,1778.5,0
2656,0,0,1,1,64,1,0,2,1,1,1,1,1,1,2,0,3,20.2,1277.75,0
4410,1,0,0,1,57,1,0,2,1,1,1,1,1,1,2,1,3,19.6,1170.55,0
262,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,3,70.45,70.45,1
2197,0,1,1,1,72,1,2,0,2,2,2,2,2,2,2,1,1,88.05,6425.65,0
2863,0,0,0,0,8,1,2,0,2,0,0,2,0,2,0,0,2,71.15,563.65,1
751,0,0,1,0,61,1,2,1,0,2,0,0,2,2,2,1,0,101.05,5971.25,0
1806,1,0,0,0,64,1,2,1,2,2,0,0,0,0,1,1,1,84.3,5289.05,0
775,1,1,1,0,71,1,2,2,1,1,1,1,1,1,2,0,0,23.95,1756.2,0
4058,0,0,1,1,65,1,2,1,2,2,0,2,2,0,2,1,1,99.05,6416.7,0
4848,1,0,0,0,3,1,0,2,1,1,1,1,1,1,1,0,3,19.6,61.35,0
1446,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,45.65,45.65,1
4571,1,0,0,1,30,1,0,0,0,2,2,0,2,0,1,0,1,64.5,1929.95,0
2420,1,0,1,1,15,1,0,0,0,2,2,2,0,2,0,1,3,69.5,1071.4,0
2662,0,0,1,1,8,1,0,0,0,0,0,2,2,2,0,1,2,68.55,564.35,0
2724,1,0,0,0,7,1,2,1,0,0,0,0,2,2,0,0,3,95.0,655.5,1
1140,0,0,1,1,70,1,2,1,2,2,2,0,2,2,1,1,1,108.15,7930.55,0
6408,1,0,1,1,62,1,0,0,2,2,2,2,2,2,2,0,2,86.1,5215.25,0
2144,0,0,1,1,6,1,0,2,1,1,1,1,1,1,0,0,3,19.7,113.5,0
4643,0,0,1,1,14,1,0,1,0,0,0,0,0,2,0,1,0,80.9,1152.8,0
6472,0,0,0,0,22,1,2,1,0,0,0,0,2,0,0,1,0,84.15,1821.95,0
1893,1,0,1,1,22,1,0,2,1,1,1,1,1,1,1,0,3,20.15,419.9,0
4522,1,0,1,1,16,1,0,0,2,0,2,0,2,0,2,0,3,64.25,1024,0
5349,1,0,0,0,10,1,2,2,1,1,1,1,1,1,2,0,0,25.7,251.6,0
6353,0,0,0,1,13,1,0,0,2,2,0,0,0,0,0,1,2,56.0,764.55,0
589,0,0,1,0,20,1,2,1,2,0,0,0,0,0,0,0,2,82.4,1592.35,1
3124,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,2,69.7,135.2,0
3250,1,0,0,0,53,1,2,0,0,2,2,2,0,2,2,1,0,73.9,3958.25,0
2015,0,0,1,1,11,1,0,2,1,1,1,1,1,1,1,0,3,20.6,233.9,0
4498,1,0,1,0,69,1,0,2,1,1,1,1,1,1,2,0,3,19.9,1363.45,0
2359,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,1,0,70.9,273,1
4259,1,0,1,0,72,1,2,0,2,2,2,2,2,2,2,1,0,89.05,6254.45,0
2406,1,1,1,0,58,0,1,0,0,2,2,0,0,2,0,1,2,45.3,2651.2,1
794,0,0,1,1,16,1,0,2,1,1,1,1,1,1,0,0,2,20.4,321.4,0
5437,1,0,1,0,43,1,0,1,2,0,2,2,0,0,1,1,0,84.25,3539.25,0
1269,0,0,1,0,2,1,2,1,0,0,2,2,2,2,0,1,2,104.4,242.8,1
4780,1,0,1,0,14,1,0,0,0,2,2,2,2,2,2,0,3,81.95,1181.75,0
475,0,0,1,0,53,1,0,1,0,0,2,0,2,2,1,1,0,94.85,5000.2,1
4190,0,0,0,0,32,1,0,2,1,1,1,1,1,1,1,0,0,20.55,654.55,0
1185,0,0,1,0,34,1,2,2,1,1,1,1,1,1,0,0,2,24.7,780.2,0
1818,0,1,0,0,15,1,2,1,0,0,0,0,0,0,0,1,3,74.45,1145.7,1
1398,0,1,0,0,7,1,0,1,2,0,0,0,0,0,0,0,0,76.45,503.6,1
4211,0,0,1,1,15,1,2,1,0,2,2,0,2,2,0,1,0,105.35,1559.25,0
2597,1,0,1,0,61,1,0,2,1,1,1,1,1,1,1,1,1,20.55,1252,0
4476,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,29.95,29.95,1
4663,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,45.3,45.3,0
6592,1,0,0,0,8,1,2,1,0,0,0,0,0,2,0,0,0,84.5,662.65,1
3926,1,0,1,1,33,1,0,0,2,0,2,0,2,2,1,0,1,74.75,2453.3,0
1288,0,0,0,0,13,1,0,1,0,2,2,0,0,0,0,1,2,79.25,1111.65,1
692,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,2,24.8,24.8,1
3405,1,0,0,0,20,1,0,0,0,2,0,0,0,0,0,1,3,51.8,1023.85,0
5802,1,0,0,0,3,0,1,0,0,0,0,2,0,0,0,0,2,30.4,82.15,0
653,0,0,0,0,13,1,0,2,1,1,1,1,1,1,1,0,2,19.65,244.8,0
5691,0,0,1,0,40,1,2,0,0,2,0,0,0,0,0,0,1,56.6,2379.1,0
5047,1,0,1,1,43,1,2,0,2,0,0,2,0,2,1,1,1,71.9,3173.35,0
1695,1,0,1,0,6,1,0,1,0,2,2,0,0,2,0,1,2,91.0,531,1
2076,0,0,1,1,69,1,0,2,1,1,1,1,1,1,2,0,0,19.75,1375.4,0
6816,0,0,1,1,72,1,2,1,2,2,2,0,2,2,2,0,1,109.7,8129.3,0
1454,1,0,1,1,59,1,0,2,1,1,1,1,1,1,2,0,1,19.3,1192.7,0
1780,0,0,1,0,20,1,0,1,2,2,0,2,2,0,0,1,2,96.55,1901.65,0
6483,1,0,1,1,24,1,2,2,1,1,1,1,1,1,2,1,0,24.1,587.4,0
4373,1,0,0,0,59,1,2,1,0,2,2,2,2,2,0,1,2,111.35,6519.75,0
5162,1,0,1,1,72,1,2,1,0,2,2,2,2,2,2,1,0,112.25,8041.65,0
2549,1,0,0,1,1,1,0,2,1,1,1,1,1,1,0,0,3,20.75,20.75,0
6561,0,0,1,0,27,1,0,1,2,0,0,2,2,2,1,1,1,101.9,2681.15,0
6032,0,0,0,0,14,1,0,1,0,2,0,2,0,0,0,1,1,80.05,1112.3,0
2347,1,0,1,1,71,1,2,1,2,0,2,0,2,2,2,0,2,105.55,7405.5,0
4994,1,0,0,1,13,1,0,1,0,0,0,0,2,0,0,1,1,78.3,1033.95,0
6461,1,0,0,0,44,1,0,1,0,0,0,0,0,0,0,0,1,68.85,2958.95,0
5456,0,0,0,0,33,1,0,1,0,2,0,2,0,0,1,1,0,79.95,2684.85,0
4502,1,0,1,1,72,0,1,0,2,2,2,2,0,2,2,1,1,55.45,4179.2,0
884,1,0,0,0,1,1,0,1,0,0,0,0,0,2,0,0,2,79.9,79.9,1
5558,0,0,0,0,19,1,0,1,2,0,2,2,2,2,0,1,2,106.6,1934.45,1
929,1,0,1,0,64,1,0,1,0,2,2,2,2,2,1,1,1,102.45,6654.1,0
5567,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,46.0,84.5,1
2944,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,25.25,25.25,0
5094,1,0,0,1,61,1,0,2,1,1,1,1,1,1,2,0,3,19.75,1124.2,0
3303,0,0,1,1,29,1,0,2,1,1,1,1,1,1,1,0,2,20.0,540.05,0
1717,1,1,1,0,23,1,2,1,0,0,0,0,0,2,0,0,2,86.8,1975.85,0
479,0,0,1,0,57,0,1,0,2,2,2,0,2,2,0,1,0,58.75,3437.45,0
6541,1,0,1,1,72,0,1,0,2,2,2,2,0,0,2,0,1,45.25,3139.8,0
138,1,0,1,0,66,0,1,0,2,2,2,2,2,0,2,1,0,56.6,3789.2,0
1377,1,0,1,1,65,1,2,0,0,2,2,2,2,2,2,1,0,84.2,5324.5,0
4605,0,0,0,0,8,1,0,1,0,0,0,0,2,0,0,1,0,80.0,624.6,0
6621,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,1,2,70.15,268.35,1
3098,0,0,1,0,71,1,2,2,1,1,1,1,1,1,2,0,0,24.75,1836.9,0
4585,1,0,1,1,1,1,0,2,1,1,1,1,1,1,1,1,2,20.2,20.2,0
507,1,0,1,0,4,1,0,0,0,0,0,2,0,0,0,0,3,50.05,179.35,1
4226,0,0,0,0,12,1,0,2,1,1,1,1,1,1,1,1,0,19.35,219.35,0
4821,1,0,0,0,24,0,1,0,2,0,0,0,2,2,1,1,3,50.6,1288.75,0
4496,0,0,1,1,31,1,0,0,2,0,2,2,2,2,1,1,3,81.15,2545.75,0
1521,0,0,1,0,1,1,0,0,0,0,0,0,2,0,0,0,3,55.2,55.2,1
3377,1,0,0,0,30,1,2,1,0,0,0,2,0,2,0,1,1,89.9,2723.15,0
645,0,0,1,1,47,1,2,0,2,2,0,2,2,2,2,1,1,85.3,4107.25,0
1816,1,0,0,0,54,1,2,1,2,2,0,2,2,2,2,1,1,108.0,5760.65,0
2316,1,0,0,0,50,1,0,1,2,2,0,2,0,2,0,1,1,93.5,4747.5,0
6313,1,0,0,0,1,1,0,1,2,0,0,0,0,2,0,1,3,84.6,84.6,1
5038,0,0,0,0,72,1,0,2,1,1,1,1,1,1,2,0,1,20.25,1566.9,0
1334,0,0,0,0,29,1,2,2,1,1,1,1,1,1,0,0,2,25.15,702,0
861,1,0,0,0,2,1,2,0,0,2,0,0,0,0,0,1,3,54.4,114.1,1
423,0,0,0,0,10,0,1,0,0,0,0,2,0,0,2,1,3,29.6,299.05,0
6977,1,0,1,0,18,1,2,1,0,0,0,0,0,0,0,1,2,73.15,1305.95,0
54,0,1,0,0,11,1,0,1,0,2,0,0,2,2,0,1,2,95.0,1120.3,1
6505,1,0,0,0,16,1,0,2,1,1,1,1,1,1,2,0,3,19.75,284.35,0
5190,0,0,0,0,72,1,2,0,0,2,2,2,2,2,2,0,0,86.6,6350.5,0
4685,1,0,0,0,72,1,2,1,0,2,2,2,2,2,2,0,0,109.2,7878.3,0
5364,0,0,1,1,41,1,0,0,2,0,0,2,2,2,1,1,1,74.7,3187.65,0
6395,0,1,1,0,65,1,0,1,2,2,2,0,0,2,0,0,2,94.4,6126.15,0
3150,0,1,0,0,13,1,0,0,0,2,2,0,0,0,0,1,2,54.8,731.3,0
129,1,1,0,0,4,1,0,1,2,0,0,0,0,0,0,0,2,75.35,273.4,0
187,1,0,0,0,41,1,2,0,0,0,2,0,0,2,1,0,3,65.0,2531.8,0
7012,1,1,0,0,15,1,0,1,0,2,0,0,0,0,0,1,2,74.4,1074.3,1
207,1,0,0,0,1,1,0,0,2,0,0,0,0,0,0,1,3,48.55,48.55,1
655,1,0,0,0,42,1,2,1,2,2,2,0,0,2,1,1,2,99.0,4298.45,0
2854,0,0,1,0,51,1,0,1,2,2,2,0,2,0,1,1,2,93.5,4619.55,0
3232,0,0,1,1,2,1,0,1,0,0,0,0,0,0,0,0,2,70.4,147.15,1
6700,1,1,1,0,1,0,1,0,0,2,0,0,2,0,0,0,2,40.2,40.2,1
2297,1,0,0,1,32,1,2,0,0,2,2,2,2,2,1,0,1,83.7,2633.3,0
2571,1,0,0,0,10,1,0,2,1,1,1,1,1,1,0,1,3,19.85,193.05,0
2883,0,0,1,1,67,0,1,0,0,2,2,2,2,2,2,1,2,59.55,4103.9,0
4991,0,0,1,1,61,1,2,1,2,2,2,2,2,2,2,0,1,115.1,7008.15,0
4727,1,0,0,0,50,1,2,1,2,2,2,2,2,2,1,0,1,114.35,5791.1,0
3504,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1,1,44.6,80.55,1
3560,0,1,1,0,29,0,1,0,2,0,2,0,0,2,0,1,2,45.0,1228.65,0
5171,1,1,0,0,3,0,1,0,0,0,2,0,0,2,0,1,2,41.15,132.2,1
2523,1,1,0,0,13,1,2,1,0,2,2,0,2,2,0,1,2,106.9,1364.3,1
5331,1,1,1,0,57,1,2,1,0,2,0,0,0,2,0,1,2,89.85,4925.35,0
5394,0,0,0,0,31,0,1,0,2,2,0,2,0,2,2,1,0,49.85,1520.1,0
1311,0,0,1,0,45,1,2,1,2,2,2,2,2,2,1,0,3,113.3,5032.25,0
76,0,0,1,1,61,1,2,0,2,2,2,2,2,2,2,0,3,88.1,5526.75,0
4463,1,0,0,0,50,1,2,2,1,1,1,1,1,1,2,0,0,24.9,1195.25,0
2237,0,1,0,0,19,1,0,1,2,2,0,2,2,2,0,1,3,105.0,2007.25,0
4481,1,0,0,0,59,1,0,2,1,1,1,1,1,1,2,0,3,19.35,1099.6,1
4988,0,0,1,0,71,1,2,2,1,1,1,1,1,1,2,1,1,24.25,1732.95,0
3063,0,1,0,0,16,1,0,1,0,0,0,2,2,2,0,1,2,94.45,1511.2,1
5420,1,0,1,0,57,1,0,0,2,2,0,2,0,0,2,1,2,59.75,3450.15,0
4517,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,24.8,24.8,1
3310,1,1,1,0,20,1,2,1,0,2,0,2,2,2,0,0,2,107.05,2172.05,0
4207,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3,70.6,70.6,1
4562,1,0,1,0,5,1,2,1,0,2,0,2,0,0,0,1,2,85.4,401.1,1
3127,0,0,1,0,52,1,2,1,0,2,2,0,2,2,0,1,2,105.05,5624.85,1
2223,1,1,1,0,21,1,0,0,2,2,0,0,0,2,0,1,0,64.95,1339.8,0
6106,1,0,0,0,14,0,1,0,0,0,2,2,2,2,0,1,2,55.0,771.95,0
2899,0,0,0,0,5,1,0,0,0,2,0,0,0,0,0,0,0,50.55,244.75,0
199,0,0,0,0,6,1,0,0,2,2,0,0,0,0,0,0,3,55.15,322.9,0
5855,0,0,0,0,10,1,0,0,0,2,0,0,0,0,0,0,2,51.2,498.25,0
1411,0,0,0,1,1,1,2,2,1,1,1,1,1,1,0,0,3,25.4,25.4,0
6747,0,0,0,0,68,1,2,0,2,0,0,0,0,0,0,0,3,54.45,3687.75,0
6698,1,0,1,1,18,1,0,1,0,0,2,0,2,2,0,0,3,95.15,1779.95,1
4399,0,0,0,0,22,1,2,1,0,0,0,0,0,0,1,1,1,76.0,1783.6,0
2685,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,1,2,44.35,927.15,0
3967,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,2,70.0,70,1
2436,1,1,0,0,8,1,0,1,0,2,0,0,0,0,0,1,2,74.5,606.55,1
